round,id,score,position,services
213,6,45814.335668977656,2,"[{""lost"":32,""score"":11026.350053276568,""stolen"":1122,""shortname"":""SeaOfHackerz"",""totalScore"":10612.214840007966,""totalChecks"":213,""successfulChecks"":205},{""lost"":1,""score"":7578.658047912859,""stolen"":194,""shortname"":""ArcaneLink"",""totalScore"":7578.658047912859,""totalChecks"":213,""successfulChecks"":213},{""lost"":22,""score"":4813.559307612037,""stolen"":4,""shortname"":""MaScroll-1"",""totalScore"":4790.960437623248,""totalChecks"":213,""successfulChecks"":213},{""lost"":15,""score"":10125.728407880391,""stolen"":575,""shortname"":""MaScroll-2"",""totalScore"":10078.18977685748,""totalChecks"":213,""successfulChecks"":213},{""lost"":8,""score"":8115.883951056268,""stolen"":273,""shortname"":""NorthernFiles"",""totalScore"":8115.883951056268,""totalChecks"":124,""successfulChecks"":124},{""lost"":24,""score"":4753.430977888093,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4638.428615519833,""totalChecks"":124,""successfulChecks"":121}]"
213,7,23732.030440263723,6,"[{""lost"":652,""score"":3490.351624506116,""stolen"":575,""shortname"":""SeaOfHackerz"",""totalScore"":2720.180139286457,""totalChecks"":213,""successfulChecks"":166},{""lost"":114,""score"":3658.018005562366,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3658.018005562366,""totalChecks"":213,""successfulChecks"":213},{""lost"":27,""score"":4648.2486533237725,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4495.489307909376,""totalChecks"":213,""successfulChecks"":206},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4906.103286384976,""totalChecks"":213,""successfulChecks"":209},{""lost"":114,""score"":3664.462392355814,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3664.462392355814,""totalChecks"":124,""successfulChecks"":124},{""lost"":63,""score"":4287.777308764734,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4287.777308764734,""totalChecks"":124,""successfulChecks"":124}]"
213,3,19269.528771138594,7,"[{""lost"":1030,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":213,""successfulChecks"":213},{""lost"":107,""score"":3738.8572373417314,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3738.8572373417314,""totalChecks"":213,""successfulChecks"":213},{""lost"":102,""score"":3995.089810606022,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3957.577230224745,""totalChecks"":213,""successfulChecks"":211},{""lost"":122,""score"":3691.589240162328,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":3639.5950255121547,""totalChecks"":213,""successfulChecks"":210},{""lost"":115,""score"":3645.640776164539,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3645.640776164539,""totalChecks"":124,""successfulChecks"":124},{""lost"":63,""score"":4287.858501895423,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4287.858501895423,""totalChecks"":124,""successfulChecks"":124}]"
213,1,18260.157505678988,8,"[{""lost"":1031,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":213,""successfulChecks"":213},{""lost"":124,""score"":3533.4498227210074,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3533.4498227210074,""totalChecks"":213,""successfulChecks"":213},{""lost"":111,""score"":3871.112796485285,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3852.9385580041335,""totalChecks"":213,""successfulChecks"":212},{""lost"":186,""score"":3029.761478111441,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":3015.5372458198385,""totalChecks"":213,""successfulChecks"":212},{""lost"":118,""score"":3601.678013712402,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3601.678013712402,""totalChecks"":124,""successfulChecks"":124},{""lost"":65,""score"":4256.553865421606,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4256.553865421606,""totalChecks"":124,""successfulChecks"":124}]"
213,2,18251.350957831673,9,"[{""lost"":1030,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":213,""successfulChecks"":213},{""lost"":121,""score"":3566.4799148567668,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3566.4799148567668,""totalChecks"":213,""successfulChecks"":213},{""lost"":111,""score"":3867.4268230575667,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3831.112956174397,""totalChecks"":213,""successfulChecks"":211},{""lost"":185,""score"":3037.3241395088476,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2994.5449262763286,""totalChecks"":213,""successfulChecks"":210},{""lost"":118,""score"":3602.575287159398,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3602.575287159398,""totalChecks"":124,""successfulChecks"":124},{""lost"":65,""score"":4256.6378733647825,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4256.6378733647825,""totalChecks"":124,""successfulChecks"":124}]"
213,0,18239.93660145449,10,"[{""lost"":1038,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":213,""successfulChecks"":213},{""lost"":126,""score"":3497.5284897264423,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3497.5284897264423,""totalChecks"":213,""successfulChecks"":213},{""lost"":112,""score"":3860.5180432658144,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3860.5180432658144,""totalChecks"":213,""successfulChecks"":213},{""lost"":187,""score"":3023.368169311088,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":3023.368169311088,""totalChecks"":213,""successfulChecks"":213},{""lost"":119,""score"":3586.9458908531606,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3586.9458908531606,""totalChecks"":124,""successfulChecks"":124},{""lost"":64,""score"":4271.576008297982,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4271.576008297982,""totalChecks"":124,""successfulChecks"":124}]"
214,8,37448.139429279734,3,"[{""lost"":36,""score"":9978.40806451529,""stolen"":977,""shortname"":""SeaOfHackerz"",""totalScore"":9278.986938497863,""totalChecks"":214,""successfulChecks"":199},{""lost"":26,""score"":6684.501092783384,""stolen"":146,""shortname"":""ArcaneLink"",""totalScore"":6403.377215049503,""totalChecks"":214,""successfulChecks"":205},{""lost"":13,""score"":4875.237893742427,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4806.893437288095,""totalChecks"":214,""successfulChecks"":211},{""lost"":28,""score"":6089.870469524098,""stolen"":104,""shortname"":""MaScroll-2"",""totalScore"":5577.63837395665,""totalChecks"":214,""successfulChecks"":196},{""lost"":6,""score"":6343.331655289805,""stolen"":112,""shortname"":""NorthernFiles"",""totalScore"":5429.891896928073,""totalChecks"":125,""successfulChecks"":107},{""lost"":6,""score"":5951.351567559557,""stolen"":68,""shortname"":""UberPendragon"",""totalScore"":5951.351567559557,""totalChecks"":125,""successfulChecks"":125}]"
214,9,34070.0639416892,4,"[{""lost"":59,""score"":10027.652743464101,""stolen"":997,""shortname"":""SeaOfHackerz"",""totalScore"":9746.503601123986,""totalChecks"":214,""successfulChecks"":208},{""lost"":55,""score"":5553.635482625255,""stolen"":89,""shortname"":""ArcaneLink"",""totalScore"":5501.732347273617,""totalChecks"":214,""successfulChecks"":212},{""lost"":19,""score"":5418.6276488927415,""stolen"":41,""shortname"":""MaScroll-1"",""totalScore"":5418.6276488927415,""totalChecks"":214,""successfulChecks"":214},{""lost"":63,""score"":4240.152806371375,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4240.152806371375,""totalChecks"":214,""successfulChecks"":214},{""lost"":48,""score"":4796.456713095637,""stolen"":24,""shortname"":""NorthernFiles"",""totalScore"":4758.085059390872,""totalChecks"":125,""successfulChecks"":124},{""lost"":50,""score"":4404.96247863661,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4404.96247863661,""totalChecks"":125,""successfulChecks"":125}]"
214,7,23634.433932162494,6,"[{""lost"":657,""score"":3469.8747606765824,""stolen"":579,""shortname"":""SeaOfHackerz"",""totalScore"":2707.799462770978,""totalChecks"":214,""successfulChecks"":167},{""lost"":117,""score"":3631.166082675933,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3631.166082675933,""totalChecks"":214,""successfulChecks"":214},{""lost"":27,""score"":4648.2486533237725,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4496.203136626266,""totalChecks"":214,""successfulChecks"":207},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4906.542056074766,""totalChecks"":214,""successfulChecks"":210},{""lost"":117,""score"":3638.6717259686684,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3638.6717259686684,""totalChecks"":125,""successfulChecks"":125},{""lost"":66,""score"":4254.05146804588,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4254.05146804588,""totalChecks"":125,""successfulChecks"":125}]"
214,4,51300.9883270991,1,"[{""lost"":73,""score"":9901.19713547275,""stolen"":1033,""shortname"":""SeaOfHackerz"",""totalScore"":9438.524372132902,""totalChecks"":214,""successfulChecks"":204},{""lost"":58,""score"":8011.3228789431,""stolen"":372,""shortname"":""ArcaneLink"",""totalScore"":7449.781555652696,""totalChecks"":214,""successfulChecks"":199},{""lost"":0,""score"":10343.994565439132,""stolen"":536,""shortname"":""MaScroll-1"",""totalScore"":10247.32171903316,""totalChecks"":214,""successfulChecks"":214},{""lost"":19,""score"":6033.4502508596615,""stolen"":100,""shortname"":""MaScroll-2"",""totalScore"":6005.256558098636,""totalChecks"":214,""successfulChecks"":214},{""lost"":0,""score"":8693.578846247496,""stolen"":324,""shortname"":""NorthernFiles"",""totalScore"":8693.578846247496,""totalChecks"":125,""successfulChecks"":125},{""lost"":7,""score"":9466.525275934207,""stolen"":422,""shortname"":""UberPendragon"",""totalScore"":9466.525275934207,""totalChecks"":125,""successfulChecks"":125}]"
214,6,45904.468033572564,2,"[{""lost"":32,""score"":11033.066223047561,""stolen"":1127,""shortname"":""SeaOfHackerz"",""totalScore"":10620.615149288773,""totalChecks"":214,""successfulChecks"":206},{""lost"":1,""score"":7661.115160809382,""stolen"":202,""shortname"":""ArcaneLink"",""totalScore"":7661.115160809382,""totalChecks"":214,""successfulChecks"":214},{""lost"":23,""score"":4806.245768479039,""stolen"":4,""shortname"":""MaScroll-1"",""totalScore"":4783.786676102969,""totalChecks"":214,""successfulChecks"":214},{""lost"":16,""score"":10127.879456706894,""stolen"":580,""shortname"":""MaScroll-2"",""totalScore"":10080.552917189572,""totalChecks"":214,""successfulChecks"":214},{""lost"":8,""score"":8154.982607314741,""stolen"":278,""shortname"":""NorthernFiles"",""totalScore"":8154.982607314741,""totalChecks"":125,""successfulChecks"":125},{""lost"":27,""score"":4716.614265232705,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4603.415522867121,""totalChecks"":125,""successfulChecks"":122}]"
214,3,19137.83699766575,7,"[{""lost"":1036,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":214,""successfulChecks"":214},{""lost"":110,""score"":3711.5993766169054,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3711.5993766169054,""totalChecks"":214,""successfulChecks"":214},{""lost"":103,""score"":3989.0924294209353,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3951.8111917627957,""totalChecks"":214,""successfulChecks"":212},{""lost"":126,""score"":3651.559450455127,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":3600.369364701083,""totalChecks"":214,""successfulChecks"":211},{""lost"":118,""score"":3619.8674708886983,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3619.8674708886983,""totalChecks"":125,""successfulChecks"":125},{""lost"":66,""score"":4254.189593696269,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4254.189593696269,""totalChecks"":125,""successfulChecks"":125}]"
214,2,18139.96145501886,8,"[{""lost"":1036,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":214,""successfulChecks"":214},{""lost"":124,""score"":3540.2003987438375,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3540.2003987438375,""totalChecks"":214,""successfulChecks"":214},{""lost"":112,""score"":3861.6079532682297,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3825.5181593124516,""totalChecks"":214,""successfulChecks"":212},{""lost"":189,""score"":3003.1255086755714,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2961.0256183670353,""totalChecks"":214,""successfulChecks"":211},{""lost"":121,""score"":3577.1345931482288,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3577.1345931482288,""totalChecks"":125,""successfulChecks"":125},{""lost"":67,""score"":4236.082685447306,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4236.082685447306,""totalChecks"":125,""successfulChecks"":125}]"
214,1,18135.775560359503,9,"[{""lost"":1037,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":214,""successfulChecks"":214},{""lost"":127,""score"":3507.4711822712275,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3507.4711822712275,""totalChecks"":214,""successfulChecks"":214},{""lost"":113,""score"":3852.242231211561,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3834.241099290012,""totalChecks"":214,""successfulChecks"":213},{""lost"":190,""score"":2995.6850630311565,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2981.6865346992354,""totalChecks"":214,""successfulChecks"":213},{""lost"":121,""score"":3576.1997683230693,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3576.1997683230693,""totalChecks"":125,""successfulChecks"":125},{""lost"":67,""score"":4236.176975775959,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4236.176975775959,""totalChecks"":125,""successfulChecks"":125}]"
214,0,18124.833781619807,10,"[{""lost"":1044,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":214,""successfulChecks"":214},{""lost"":128,""score"":3481.546694332456,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3481.546694332456,""totalChecks"":214,""successfulChecks"":214},{""lost"":113,""score"":3854.7331012552654,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3854.7331012552654,""totalChecks"":214,""successfulChecks"":214},{""lost"":191,""score"":2989.252244792516,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2989.252244792516,""totalChecks"":214,""successfulChecks"":214},{""lost"":122,""score"":3561.567250258533,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3561.567250258533,""totalChecks"":125,""successfulChecks"":125},{""lost"":67,""score"":4237.734490981036,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4237.734490981036,""totalChecks"":125,""successfulChecks"":125}]"
215,6,46021.27956288539,2,"[{""lost"":32,""score"":11039.746280694391,""stolen"":1132,""shortname"":""SeaOfHackerz"",""totalScore"":10628.965023738321,""totalChecks"":215,""successfulChecks"":207},{""lost"":1,""score"":7742.161947877435,""stolen"":210,""shortname"":""ArcaneLink"",""totalScore"":7742.161947877435,""totalChecks"":215,""successfulChecks"":215},{""lost"":24,""score"":4813.327628358287,""stolen"":5,""shortname"":""MaScroll-1"",""totalScore"":4790.94005799383,""totalChecks"":215,""successfulChecks"":215},{""lost"":17,""score"":10129.89265307198,""stolen"":585,""shortname"":""MaScroll-2"",""totalScore"":10082.77687329025,""totalChecks"":215,""successfulChecks"":215},{""lost"":8,""score"":8193.5131008201,""stolen"":283,""shortname"":""NorthernFiles"",""totalScore"":8193.5131008201,""totalChecks"":126,""successfulChecks"":126},{""lost"":29,""score"":4694.701158169494,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4582.922559165459,""totalChecks"":126,""successfulChecks"":123}]"
215,8,37754.94022530296,3,"[{""lost"":36,""score"":9986.427761668632,""stolen"":982,""shortname"":""SeaOfHackerz"",""totalScore"":9289.70024341268,""totalChecks"":215,""successfulChecks"":200},{""lost"":26,""score"":6752.986679218001,""stolen"":152,""shortname"":""ArcaneLink"",""totalScore"":6470.303515901899,""totalChecks"":215,""successfulChecks"":206},{""lost"":13,""score"":4875.237893742427,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4807.211318480905,""totalChecks"":215,""successfulChecks"":212},{""lost"":28,""score"":6141.955746757176,""stolen"":109,""shortname"":""MaScroll-2"",""totalScore"":5627.745498191459,""totalChecks"":215,""successfulChecks"":197},{""lost"":6,""score"":6395.8080183419015,""stolen"":117,""shortname"":""NorthernFiles"",""totalScore"":5482.121158578772,""totalChecks"":126,""successfulChecks"":108},{""lost"":6,""score"":6077.858490737244,""stolen"":77,""shortname"":""UberPendragon"",""totalScore"":6077.858490737244,""totalChecks"":126,""successfulChecks"":126}]"
215,9,34178.37951825966,4,"[{""lost"":59,""score"":10027.652743464101,""stolen"":997,""shortname"":""SeaOfHackerz"",""totalScore"":9747.811271553475,""totalChecks"":215,""successfulChecks"":209},{""lost"":56,""score"":5541.14264275758,""stolen"":89,""shortname"":""ArcaneLink"",""totalScore"":5489.597129801696,""totalChecks"":215,""successfulChecks"":213},{""lost"":19,""score"":5418.6276488927415,""stolen"":41,""shortname"":""MaScroll-1"",""totalScore"":5418.6276488927415,""totalChecks"":215,""successfulChecks"":215},{""lost"":66,""score"":4208.52400399938,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4208.52400399938,""totalChecks"":215,""successfulChecks"":215},{""lost"":49,""score"":5001.25092160649,""stolen"":40,""shortname"":""NorthernFiles"",""totalScore"":4921.865986342895,""totalChecks"":126,""successfulChecks"":124},{""lost"":51,""score"":4391.953477669469,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4391.953477669469,""totalChecks"":126,""successfulChecks"":126}]"
215,7,23502.225200717214,6,"[{""lost"":661,""score"":3455.2579496447315,""stolen"":583,""shortname"":""SeaOfHackerz"",""totalScore"":2699.9224908851857,""totalChecks"":215,""successfulChecks"":168},{""lost"":120,""score"":3604.8105601118887,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3604.8105601118887,""totalChecks"":215,""successfulChecks"":215},{""lost"":27,""score"":4648.2486533237725,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4496.910325076022,""totalChecks"":215,""successfulChecks"":208},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4906.976744186046,""totalChecks"":215,""successfulChecks"":211},{""lost"":124,""score"":3559.665477535356,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3559.665477535356,""totalChecks"":126,""successfulChecks"":126},{""lost"":68,""score"":4233.939602922718,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4233.939602922718,""totalChecks"":126,""successfulChecks"":126}]"
215,3,18981.161077941546,7,"[{""lost"":1041,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":215,""successfulChecks"":215},{""lost"":113,""score"":3684.766292196055,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3684.766292196055,""totalChecks"":215,""successfulChecks"":215},{""lost"":104,""score"":3983.1390730911417,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3946.0866165972707,""totalChecks"":215,""successfulChecks"":213},{""lost"":130,""score"":3612.246725231684,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":3561.843282554033,""totalChecks"":215,""successfulChecks"":212},{""lost"":124,""score"":3554.323737614724,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3554.323737614724,""totalChecks"":126,""successfulChecks"":126},{""lost"":68,""score"":4234.141148979464,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4234.141148979464,""totalChecks"":126,""successfulChecks"":126}]"
215,2,17990.443731434305,8,"[{""lost"":1041,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":215,""successfulChecks"":215},{""lost"":127,""score"":3514.3442453384782,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3514.3442453384782,""totalChecks"":215,""successfulChecks"":215},{""lost"":113,""score"":3855.833548065722,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3819.965329013948,""totalChecks"":215,""successfulChecks"":213},{""lost"":193,""score"":2969.5513869818897,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2928.1157862333052,""totalChecks"":215,""successfulChecks"":212},{""lost"":127,""score"":3511.9771363661293,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3511.9771363661293,""totalChecks"":126,""successfulChecks"":126},{""lost"":69,""score"":4216.041234482443,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4216.041234482443,""totalChecks"":126,""successfulChecks"":126}]"
215,1,17985.943011945266,9,"[{""lost"":1042,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":215,""successfulChecks"":215},{""lost"":130,""score"":3481.85747693389,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3481.85747693389,""totalChecks"":215,""successfulChecks"":215},{""lost"":114,""score"":3846.487472765164,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3828.596833356954,""totalChecks"":215,""successfulChecks"":214},{""lost"":194,""score"":2962.1116044254613,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2948.3343411490637,""totalChecks"":215,""successfulChecks"":214},{""lost"":127,""score"":3510.9592405746594,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3510.9592405746594,""totalChecks"":126,""successfulChecks"":126},{""lost"":69,""score"":4216.1951199307,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4216.1951199307,""totalChecks"":126,""successfulChecks"":126}]"
215,0,17960.232300047508,10,"[{""lost"":1049,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":215,""successfulChecks"":215},{""lost"":131,""score"":3456.010575353969,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3456.010575353969,""totalChecks"":215,""successfulChecks"":215},{""lost"":115,""score"":3834.622601928164,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3834.622601928164,""totalChecks"":215,""successfulChecks"":215},{""lost"":195,""score"":2955.6712932409455,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":2955.6712932409455,""totalChecks"":215,""successfulChecks"":215},{""lost"":128,""score"":3496.298137652627,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3496.298137652627,""totalChecks"":126,""successfulChecks"":126},{""lost"":69,""score"":4217.629691871803,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4217.629691871803,""totalChecks"":126,""successfulChecks"":126}]"
216,8,37936.70808154958,3,"[{""lost"":36,""score"":9994.413592166022,""stolen"":987,""shortname"":""SeaOfHackerz"",""totalScore"":9300.357092710048,""totalChecks"":216,""successfulChecks"":201},{""lost"":26,""score"":6825.143668706602,""stolen"":158,""shortname"":""ArcaneLink"",""totalScore"":6540.7626825104935,""totalChecks"":216,""successfulChecks"":207},{""lost"":13,""score"":4875.237893742427,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4807.526256329338,""totalChecks"":216,""successfulChecks"":213},{""lost"":28,""score"":6193.075864225443,""stolen"":114,""shortname"":""MaScroll-2"",""totalScore"":5676.9862088733225,""totalChecks"":216,""successfulChecks"":198},{""lost"":6,""score"":6446.959665132299,""stolen"":122,""shortname"":""NorthernFiles"",""totalScore"":5533.217350389139,""totalChecks"":127,""successfulChecks"":109},{""lost"":6,""score"":6077.858490737244,""stolen"":77,""shortname"":""UberPendragon"",""totalScore"":6077.858490737244,""totalChecks"":127,""successfulChecks"":127}]"
216,9,34117.96246540862,4,"[{""lost"":59,""score"":10043.409957150705,""stolen"":1007,""shortname"":""SeaOfHackerz"",""totalScore"":9764.426347229852,""totalChecks"":216,""successfulChecks"":210},{""lost"":58,""score"":5514.713528823192,""stolen"":89,""shortname"":""ArcaneLink"",""totalScore"":5463.651366519273,""totalChecks"":216,""successfulChecks"":214},{""lost"":19,""score"":5418.6276488927415,""stolen"":41,""shortname"":""MaScroll-1"",""totalScore"":5418.6276488927415,""totalChecks"":216,""successfulChecks"":216},{""lost"":69,""score"":4177.338720368301,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4177.338720368301,""totalChecks"":216,""successfulChecks"":216},{""lost"":51,""score"":4980.396343204648,""stolen"":40,""shortname"":""NorthernFiles"",""totalScore"":4901.964904728984,""totalChecks"":127,""successfulChecks"":125},{""lost"":51,""score"":4391.953477669469,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4391.953477669469,""totalChecks"":127,""successfulChecks"":127}]"
216,6,46337.33271378537,2,"[{""lost"":32,""score"":11046.399081352374,""stolen"":1137,""shortname"":""SeaOfHackerz"",""totalScore"":10637.273189450434,""totalChecks"":216,""successfulChecks"":208},{""lost"":1,""score"":7813.977771707824,""stolen"":217,""shortname"":""ArcaneLink"",""totalScore"":7813.977771707824,""totalChecks"":216,""successfulChecks"":216},{""lost"":24,""score"":4996.365564552137,""stolen"":18,""shortname"":""MaScroll-1"",""totalScore"":4973.234242494025,""totalChecks"":216,""successfulChecks"":216},{""lost"":18,""score"":10131.761308735453,""stolen"":590,""shortname"":""MaScroll-2"",""totalScore"":10084.855006380196,""totalChecks"":216,""successfulChecks"":216},{""lost"":8,""score"":8252.047511017265,""stolen"":290,""shortname"":""NorthernFiles"",""totalScore"":8252.047511017265,""totalChecks"":127,""successfulChecks"":127},{""lost"":30,""score"":4686.653339334078,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4575.944992735635,""totalChecks"":127,""successfulChecks"":124}]"
216,7,23429.252595735525,6,"[{""lost"":667,""score"":3430.1265905246614,""stolen"":587,""shortname"":""SeaOfHackerz"",""totalScore"":2683.7564527716104,""totalChecks"":216,""successfulChecks"":169},{""lost"":123,""score"":3578.8998678058597,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3578.8998678058597,""totalChecks"":216,""successfulChecks"":216},{""lost"":27,""score"":4648.2486533237725,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":4497.610965484576,""totalChecks"":216,""successfulChecks"":209},{""lost"":0,""score"":5000,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":4907.407407407408,""totalChecks"":216,""successfulChecks"":212},{""lost"":127,""score"":3534.8701129378705,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3534.8701129378705,""totalChecks"":127,""successfulChecks"":127},{""lost"":69,""score"":4226.707789328202,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4226.707789328202,""totalChecks"":127,""successfulChecks"":127}]"
216,3,18879.07239230774,7,"[{""lost"":1048,""score"":0,""stolen"":0,""shortname"":""SeaOfHackerz"",""totalScore"":0,""totalChecks"":216,""successfulChecks"":216},{""lost"":116,""score"":3658.2761869364736,""stolen"":0,""shortname"":""ArcaneLink"",""totalScore"":3658.2761869364736,""totalChecks"":216,""successfulChecks"":216},{""lost"":105,""score"":3977.205904934363,""stolen"":0,""shortname"":""MaScroll-1"",""totalScore"":3940.3799243331187,""totalChecks"":216,""successfulChecks"":214},{""lost"":134,""score"":3573.6113101775,""stolen"":0,""shortname"":""MaScroll-2"",""totalScore"":3523.9778197583682,""totalChecks"":216,""successfulChecks"":213},{""lost"":127,""score"":3529.5554767139024,""stolen"":0,""shortname"":""NorthernFiles"",""totalScore"":3529.5554767139024,""totalChecks"":127,""successfulChecks"":127},{""lost"":69,""score"":4226.8829845658765,""stolen"":0,""shortname"":""UberPendragon"",""totalScore"":4226.8829845658765,""totalChecks"":127,""successfulChecks"":127}]"
